2025-12-11 at 09:02:56 | INFO | saas
2025-12-11 at 17:11:50 | ERROR | 验证失败，正在重试
2025-12-11 at 17:11:50 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:11:50 | INFO | 图片保存成功：background.png
2025-12-11 at 17:15:23 | INFO | 正在初始化
2025-12-11 at 17:15:23 | INFO | 初始化完成
2025-12-11 at 17:15:25 | INFO | 账号输入完成
2025-12-11 at 17:15:27 | INFO | 密码输入完成
2025-12-11 at 17:15:27 | INFO | 已勾选协议
2025-12-11 at 17:15:27 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:15:27 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:15:27 | INFO | 图片保存成功：background.png
2025-12-11 at 17:15:31 | ERROR | 验证失败，正在重试
2025-12-11 at 17:15:31 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:15:31 | INFO | 图片保存成功：background.png
2025-12-11 at 17:19:06 | INFO | 正在初始化
2025-12-11 at 17:19:06 | INFO | 初始化完成
2025-12-11 at 17:19:09 | INFO | 账号输入完成
2025-12-11 at 17:19:11 | INFO | 密码输入完成
2025-12-11 at 17:19:11 | INFO | 已勾选协议
2025-12-11 at 17:19:11 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:19:11 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:19:11 | INFO | 图片保存成功：background.png
2025-12-11 at 17:19:14 | ERROR | 验证失败，正在重试
2025-12-11 at 17:19:48 | INFO | 正在初始化
2025-12-11 at 17:19:48 | INFO | 初始化完成
2025-12-11 at 17:19:51 | INFO | 账号输入完成
2025-12-11 at 17:19:52 | INFO | 密码输入完成
2025-12-11 at 17:19:52 | INFO | 已勾选协议
2025-12-11 at 17:19:52 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:19:53 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:19:53 | INFO | 图片保存成功：background.png
2025-12-11 at 17:19:55 | ERROR | 验证失败，正在重试
2025-12-11 at 17:20:36 | INFO | 正在初始化
2025-12-11 at 17:20:36 | INFO | 初始化完成
2025-12-11 at 17:20:38 | INFO | 账号输入完成
2025-12-11 at 17:20:40 | INFO | 密码输入完成
2025-12-11 at 17:20:40 | INFO | 已勾选协议
2025-12-11 at 17:20:40 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:20:40 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:20:40 | INFO | 图片保存成功：background.png
2025-12-11 at 17:20:46 | ERROR | 验证失败，正在重试
2025-12-11 at 17:36:31 | INFO | 正在初始化
2025-12-11 at 17:36:31 | INFO | 初始化完成
2025-12-11 at 17:36:31 | INFO | 当前位置：首页
2025-12-11 at 17:36:32 | INFO | 正在进入个人中心
2025-12-11 at 17:36:36 | INFO | 无学习任务，直接退出
2025-12-11 at 17:37:03 | INFO | 正在初始化
2025-12-11 at 17:37:03 | INFO | 初始化完成
2025-12-11 at 17:37:06 | INFO | 账号输入完成
2025-12-11 at 17:37:08 | INFO | 密码输入完成
2025-12-11 at 17:37:08 | INFO | 已勾选协议
2025-12-11 at 17:37:08 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:37:08 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:37:08 | INFO | 图片保存成功：background.png
2025-12-11 at 17:37:15 | INFO | 无学习任务，直接退出
2025-12-11 at 17:38:21 | INFO | 正在初始化
2025-12-11 at 17:38:21 | INFO | 初始化完成
2025-12-11 at 17:38:24 | INFO | 账号输入完成
2025-12-11 at 17:38:26 | INFO | 密码输入完成
2025-12-11 at 17:38:26 | INFO | 已勾选协议
2025-12-11 at 17:38:26 | INFO | 已提交，即将进入滑块验证码
2025-12-11 at 17:38:26 | INFO | 图片保存成功：slider.png
2025-12-11 at 17:38:26 | INFO | 图片保存成功：background.png
2025-12-11 at 17:38:35 | INFO | 无学习任务，直接退出
2025-12-12 at 08:39:51 | INFO | 正在初始化
2025-12-12 at 08:39:51 | INFO | 初始化完成
2025-12-12 at 08:39:54 | INFO | 账号输入完成
2025-12-12 at 08:39:56 | INFO | 密码输入完成
2025-12-12 at 08:39:56 | INFO | 已勾选协议
2025-12-12 at 08:39:56 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 08:39:56 | INFO | 图片保存成功：slider.png
2025-12-12 at 08:39:56 | INFO | 图片保存成功：background.png
2025-12-12 at 08:40:05 | INFO | 无学习任务，直接退出
2025-12-12 at 08:49:00 | INFO | 正在初始化
2025-12-12 at 08:49:00 | INFO | 初始化完成
2025-12-12 at 08:49:04 | INFO | 账号输入完成
2025-12-12 at 08:49:05 | INFO | 密码输入完成
2025-12-12 at 08:49:05 | INFO | 已勾选协议
2025-12-12 at 08:49:06 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 08:49:06 | INFO | 图片保存成功：slider.png
2025-12-12 at 08:49:06 | INFO | 图片保存成功：background.png
2025-12-12 at 08:49:45 | INFO | 正在初始化
2025-12-12 at 08:49:45 | INFO | 初始化完成
2025-12-12 at 08:49:48 | INFO | 账号输入完成
2025-12-12 at 08:49:49 | INFO | 密码输入完成
2025-12-12 at 08:49:49 | INFO | 已勾选协议
2025-12-12 at 08:49:50 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 08:49:50 | INFO | 图片保存成功：slider.png
2025-12-12 at 08:49:50 | INFO | 图片保存成功：background.png
2025-12-12 at 08:50:03 | INFO | 无学习任务，直接退出
2025-12-12 at 08:54:46 | INFO | 正在初始化
2025-12-12 at 08:54:46 | INFO | 初始化完成
2025-12-12 at 08:54:49 | INFO | 账号输入完成
2025-12-12 at 08:54:51 | INFO | 密码输入完成
2025-12-12 at 08:54:51 | INFO | 已勾选协议
2025-12-12 at 08:54:51 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 08:54:51 | INFO | 图片保存成功：slider.png
2025-12-12 at 08:54:51 | INFO | 图片保存成功：background.png
2025-12-12 at 08:55:39 | INFO | 正在初始化
2025-12-12 at 08:55:39 | INFO | 初始化完成
2025-12-12 at 08:55:42 | INFO | 账号输入完成
2025-12-12 at 08:55:44 | INFO | 密码输入完成
2025-12-12 at 08:55:44 | INFO | 已勾选协议
2025-12-12 at 08:55:44 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 08:55:44 | INFO | 图片保存成功：slider.png
2025-12-12 at 08:55:44 | INFO | 图片保存成功：background.png
2025-12-12 at 08:55:55 | INFO | 无学习任务，直接退出
2025-12-12 at 09:20:25 | INFO | 正在初始化
2025-12-12 at 09:20:25 | INFO | 初始化完成
2025-12-12 at 09:20:28 | INFO | 账号输入完成
2025-12-12 at 09:20:29 | INFO | 密码输入完成
2025-12-12 at 09:20:29 | INFO | 已勾选协议
2025-12-12 at 09:20:30 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:20:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:20:30 | INFO | 图片保存成功：background.png
2025-12-12 at 09:20:32 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:20:32 | INFO | 图片保存成功：background.png
2025-12-12 at 09:28:28 | INFO | 正在初始化
2025-12-12 at 09:28:28 | INFO | 初始化完成
2025-12-12 at 09:28:31 | INFO | 账号输入完成
2025-12-12 at 09:28:33 | INFO | 密码输入完成
2025-12-12 at 09:28:33 | INFO | 已勾选协议
2025-12-12 at 09:28:33 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:28:33 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:28:33 | INFO | 图片保存成功：background.png
2025-12-12 at 09:28:56 | INFO | 正在初始化
2025-12-12 at 09:28:56 | INFO | 初始化完成
2025-12-12 at 09:28:59 | INFO | 账号输入完成
2025-12-12 at 09:29:01 | INFO | 密码输入完成
2025-12-12 at 09:29:01 | INFO | 已勾选协议
2025-12-12 at 09:29:01 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:29:01 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:29:01 | INFO | 图片保存成功：background.png
2025-12-12 at 09:29:06 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:29:06 | INFO | 图片保存成功：background.png
2025-12-12 at 09:29:23 | INFO | 无学习任务，直接退出
2025-12-12 at 09:31:33 | INFO | 正在初始化
2025-12-12 at 09:31:33 | INFO | 初始化完成
2025-12-12 at 09:31:36 | INFO | 账号输入完成
2025-12-12 at 09:31:38 | INFO | 密码输入完成
2025-12-12 at 09:31:38 | INFO | 已勾选协议
2025-12-12 at 09:31:38 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:31:38 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:31:38 | INFO | 图片保存成功：background.png
2025-12-12 at 09:31:47 | ERROR | 验证失败，正在重试
2025-12-12 at 09:32:49 | INFO | 正在初始化
2025-12-12 at 09:32:49 | INFO | 初始化完成
2025-12-12 at 09:32:52 | INFO | 账号输入完成
2025-12-12 at 09:32:54 | INFO | 密码输入完成
2025-12-12 at 09:32:54 | INFO | 已勾选协议
2025-12-12 at 09:32:54 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:32:54 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:32:54 | INFO | 图片保存成功：background.png
2025-12-12 at 09:33:04 | ERROR | 验证失败，正在重试
2025-12-12 at 09:43:27 | INFO | 正在初始化
2025-12-12 at 09:43:27 | INFO | 初始化完成
2025-12-12 at 09:43:35 | INFO | 账号输入完成
2025-12-12 at 09:43:37 | INFO | 密码输入完成
2025-12-12 at 09:43:37 | INFO | 已勾选协议
2025-12-12 at 09:43:37 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:43:37 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:43:37 | INFO | 图片保存成功：background.png
2025-12-12 at 09:50:05 | INFO | 正在初始化
2025-12-12 at 09:50:05 | INFO | 初始化完成
2025-12-12 at 09:50:09 | INFO | 账号输入完成
2025-12-12 at 09:50:11 | INFO | 密码输入完成
2025-12-12 at 09:50:11 | INFO | 已勾选协议
2025-12-12 at 09:50:11 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:50:11 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:50:11 | INFO | 图片保存成功：background.png
2025-12-12 at 09:50:36 | INFO | 正在初始化
2025-12-12 at 09:50:36 | INFO | 初始化完成
2025-12-12 at 09:50:39 | INFO | 账号输入完成
2025-12-12 at 09:50:41 | INFO | 密码输入完成
2025-12-12 at 09:50:41 | INFO | 已勾选协议
2025-12-12 at 09:50:41 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 09:50:41 | INFO | 图片保存成功：slider.png
2025-12-12 at 09:50:41 | INFO | 图片保存成功：background.png
2025-12-12 at 14:14:10 | INFO | 正在初始化
2025-12-12 at 14:14:10 | INFO | 初始化完成
2025-12-12 at 14:14:13 | INFO | 账号输入完成
2025-12-12 at 14:14:15 | INFO | 密码输入完成
2025-12-12 at 14:14:15 | INFO | 已勾选协议
2025-12-12 at 14:14:15 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 14:14:15 | INFO | 图片保存成功：slider.png
2025-12-12 at 14:14:15 | INFO | 图片保存成功：background.png
2025-12-12 at 14:14:25 | INFO | 无学习任务，直接退出
2025-12-12 at 14:15:35 | INFO | 正在初始化
2025-12-12 at 14:15:35 | INFO | 初始化完成
2025-12-12 at 14:15:38 | INFO | 账号输入完成
2025-12-12 at 14:15:40 | INFO | 密码输入完成
2025-12-12 at 14:15:40 | INFO | 已勾选协议
2025-12-12 at 14:15:40 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 14:15:40 | INFO | 图片保存成功：slider.png
2025-12-12 at 14:15:40 | INFO | 图片保存成功：background.png
2025-12-12 at 14:15:45 | ERROR | 验证失败
2025-12-12 at 14:16:25 | INFO | 正在初始化
2025-12-12 at 14:16:25 | INFO | 初始化完成
2025-12-12 at 14:16:27 | INFO | 账号输入完成
2025-12-12 at 14:16:29 | INFO | 密码输入完成
2025-12-12 at 14:16:29 | INFO | 已勾选协议
2025-12-12 at 14:16:29 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 14:16:29 | INFO | 图片保存成功：slider.png
2025-12-12 at 14:16:29 | INFO | 图片保存成功：background.png
2025-12-12 at 14:16:56 | INFO | 正在初始化
2025-12-12 at 14:16:56 | INFO | 初始化完成
2025-12-12 at 14:16:59 | INFO | 账号输入完成
2025-12-12 at 14:17:01 | INFO | 密码输入完成
2025-12-12 at 14:17:01 | INFO | 已勾选协议
2025-12-12 at 14:17:01 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 14:17:01 | INFO | 图片保存成功：slider.png
2025-12-12 at 14:17:01 | INFO | 图片保存成功：background.png
2025-12-12 at 14:17:13 | ERROR | 验证失败
2025-12-12 at 15:32:20 | INFO | 正在初始化
2025-12-12 at 15:32:20 | INFO | 初始化完成
2025-12-12 at 15:32:23 | INFO | 账号输入完成
2025-12-12 at 15:32:25 | INFO | 密码输入完成
2025-12-12 at 15:32:25 | INFO | 已勾选协议
2025-12-12 at 15:32:25 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:32:25 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:32:25 | INFO | 图片保存成功：background.png
2025-12-12 at 15:33:06 | INFO | 正在初始化
2025-12-12 at 15:33:06 | INFO | 初始化完成
2025-12-12 at 15:33:09 | INFO | 账号输入完成
2025-12-12 at 15:33:11 | INFO | 密码输入完成
2025-12-12 at 15:33:11 | INFO | 已勾选协议
2025-12-12 at 15:33:11 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:33:11 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:33:11 | INFO | 图片保存成功：background.png
2025-12-12 at 15:35:32 | INFO | 正在初始化
2025-12-12 at 15:35:32 | INFO | 初始化完成
2025-12-12 at 15:35:34 | INFO | 账号输入完成
2025-12-12 at 15:35:36 | INFO | 密码输入完成
2025-12-12 at 15:35:36 | INFO | 已勾选协议
2025-12-12 at 15:35:36 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:35:36 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:35:36 | INFO | 图片保存成功：background.png
2025-12-12 at 15:35:41 | ERROR | 验证失败，正在重试
2025-12-12 at 15:35:42 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:35:42 | INFO | 图片保存成功：background.png
2025-12-12 at 15:35:55 | INFO | 无学习任务，直接退出
2025-12-12 at 15:39:27 | INFO | 正在初始化
2025-12-12 at 15:39:27 | INFO | 初始化完成
2025-12-12 at 15:39:30 | INFO | 账号输入完成
2025-12-12 at 15:39:32 | INFO | 密码输入完成
2025-12-12 at 15:39:32 | INFO | 已勾选协议
2025-12-12 at 15:39:32 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:39:32 | ERROR | 验证失败
2025-12-12 at 15:40:57 | INFO | 正在初始化
2025-12-12 at 15:40:57 | INFO | 初始化完成
2025-12-12 at 15:41:00 | INFO | 账号输入完成
2025-12-12 at 15:41:02 | INFO | 密码输入完成
2025-12-12 at 15:41:02 | INFO | 已勾选协议
2025-12-12 at 15:41:02 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:41:02 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:41:02 | INFO | 图片保存成功：background.png
2025-12-12 at 15:41:31 | INFO | 正在初始化
2025-12-12 at 15:41:31 | INFO | 初始化完成
2025-12-12 at 15:41:34 | INFO | 账号输入完成
2025-12-12 at 15:41:36 | INFO | 密码输入完成
2025-12-12 at 15:41:36 | INFO | 已勾选协议
2025-12-12 at 15:41:37 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:41:37 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:41:37 | INFO | 图片保存成功：background.png
2025-12-12 at 15:41:43 | ERROR | 验证失败
2025-12-12 at 15:43:49 | INFO | 正在初始化
2025-12-12 at 15:43:49 | INFO | 初始化完成
2025-12-12 at 15:43:49 | INFO | 当前位置：首页
2025-12-12 at 15:43:50 | INFO | 正在进入个人中心
2025-12-12 at 15:43:54 | INFO | 无学习任务，直接退出
2025-12-12 at 15:44:25 | INFO | 正在初始化
2025-12-12 at 15:44:25 | INFO | 初始化完成
2025-12-12 at 15:44:28 | INFO | 账号输入完成
2025-12-12 at 15:44:30 | INFO | 密码输入完成
2025-12-12 at 15:44:31 | INFO | 已勾选协议
2025-12-12 at 15:44:31 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:44:31 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:44:31 | INFO | 图片保存成功：background.png
2025-12-12 at 15:44:41 | ERROR | 验证失败，正在重试
2025-12-12 at 15:44:41 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:44:41 | INFO | 图片保存成功：background.png
2025-12-12 at 15:44:48 | ERROR | 验证失败，正在重试
2025-12-12 at 15:44:48 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:44:48 | INFO | 图片保存成功：background.png
2025-12-12 at 15:44:54 | ERROR | 验证失败，正在重试
2025-12-12 at 15:44:54 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:44:54 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:00 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:00 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:00 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:09 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:09 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:09 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:17 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:18 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:18 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:44 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:44 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:44 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:50 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:50 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:50 | INFO | 图片保存成功：background.png
2025-12-12 at 15:45:57 | ERROR | 验证失败，正在重试
2025-12-12 at 15:45:57 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:45:57 | INFO | 图片保存成功：background.png
2025-12-12 at 15:46:04 | ERROR | 验证失败，正在重试
2025-12-12 at 15:46:04 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:46:04 | INFO | 图片保存成功：background.png
2025-12-12 at 15:49:39 | INFO | 正在初始化
2025-12-12 at 15:49:39 | INFO | 初始化完成
2025-12-12 at 15:49:43 | INFO | 账号输入完成
2025-12-12 at 15:49:45 | INFO | 密码输入完成
2025-12-12 at 15:49:45 | INFO | 已勾选协议
2025-12-12 at 15:49:45 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:49:45 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:49:45 | INFO | 图片保存成功：background.png
2025-12-12 at 15:50:11 | INFO | 正在初始化
2025-12-12 at 15:50:11 | INFO | 初始化完成
2025-12-12 at 15:50:15 | INFO | 账号输入完成
2025-12-12 at 15:50:17 | INFO | 密码输入完成
2025-12-12 at 15:50:17 | INFO | 已勾选协议
2025-12-12 at 15:50:17 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:50:17 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:50:17 | INFO | 图片保存成功：background.png
2025-12-12 at 15:50:27 | ERROR | 验证失败，正在重试
2025-12-12 at 15:50:27 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:50:27 | INFO | 图片保存成功：background.png
2025-12-12 at 15:50:35 | ERROR | 验证失败，正在重试
2025-12-12 at 15:50:35 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:50:35 | INFO | 图片保存成功：background.png
2025-12-12 at 15:50:46 | ERROR | 验证失败，正在重试
2025-12-12 at 15:50:46 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:50:46 | INFO | 图片保存成功：background.png
2025-12-12 at 15:50:56 | ERROR | 验证失败，正在重试
2025-12-12 at 15:50:57 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:50:57 | INFO | 图片保存成功：background.png
2025-12-12 at 15:51:24 | ERROR | 验证失败
2025-12-12 at 15:54:53 | INFO | 正在初始化
2025-12-12 at 15:54:53 | INFO | 初始化完成
2025-12-12 at 15:54:56 | INFO | 账号输入完成
2025-12-12 at 15:54:58 | INFO | 密码输入完成
2025-12-12 at 15:54:59 | INFO | 已勾选协议
2025-12-12 at 15:54:59 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 15:54:59 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:54:59 | INFO | 图片保存成功：background.png
2025-12-12 at 15:55:07 | ERROR | 验证失败，正在重试
2025-12-12 at 15:55:07 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:55:07 | INFO | 图片保存成功：background.png
2025-12-12 at 15:55:14 | ERROR | 验证失败，正在重试
2025-12-12 at 15:55:14 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:55:14 | INFO | 图片保存成功：background.png
2025-12-12 at 15:55:23 | ERROR | 验证失败，正在重试
2025-12-12 at 15:55:23 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:55:23 | INFO | 图片保存成功：background.png
2025-12-12 at 15:55:29 | ERROR | 验证失败，正在重试
2025-12-12 at 15:55:29 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:55:29 | INFO | 图片保存成功：background.png
2025-12-12 at 15:55:36 | ERROR | 验证失败，正在重试
2025-12-12 at 15:55:36 | INFO | 图片保存成功：slider.png
2025-12-12 at 15:55:36 | INFO | 图片保存成功：background.png
2025-12-12 at 15:56:18 | ERROR | 验证失败
2025-12-12 at 15:57:16 | INFO | 正在初始化
2025-12-12 at 15:57:16 | INFO | 初始化完成
2025-12-12 at 15:57:16 | INFO | 当前位置：首页
2025-12-12 at 15:57:17 | INFO | 正在进入个人中心
2025-12-12 at 15:57:21 | INFO | 无学习任务，直接退出
2025-12-12 at 15:59:06 | INFO | 正在初始化
2025-12-12 at 15:59:06 | INFO | 初始化完成
2025-12-12 at 15:59:58 | INFO | 正在初始化
2025-12-12 at 15:59:58 | INFO | 初始化完成
2025-12-12 at 15:59:58 | INFO | 当前位置：个人中心
2025-12-12 at 15:59:59 | INFO | 正在进入我的任务
2025-12-12 at 16:00:03 | INFO | 无学习任务，直接退出
2025-12-12 at 16:00:40 | INFO | 正在初始化
2025-12-12 at 16:00:40 | INFO | 初始化完成
2025-12-12 at 16:01:55 | INFO | 正在初始化
2025-12-12 at 16:01:55 | INFO | 初始化完成
2025-12-12 at 16:01:55 | INFO | 当前位置：个人中心
2025-12-12 at 16:01:56 | INFO | 正在进入我的任务
2025-12-12 at 16:08:13 | INFO | 正在初始化
2025-12-12 at 16:08:13 | INFO | 初始化完成
2025-12-12 at 16:08:13 | INFO | 当前位置：个人中心
2025-12-12 at 16:08:29 | INFO | 正在初始化
2025-12-12 at 16:08:29 | INFO | 初始化完成
2025-12-12 at 16:08:29 | INFO | 当前位置：个人中心
2025-12-12 at 16:08:31 | INFO | 当前位置：我的任务
2025-12-12 at 16:11:49 | INFO | 正在初始化
2025-12-12 at 16:11:49 | INFO | 初始化完成
2025-12-12 at 16:11:49 | INFO | 当前位置：首页
2025-12-12 at 16:11:50 | INFO | 正在进入个人中心
2025-12-12 at 16:11:54 | INFO | 无学习任务，直接退出
2025-12-12 at 16:15:54 | INFO | 正在初始化
2025-12-12 at 16:15:54 | INFO | 初始化完成
2025-12-12 at 16:16:52 | INFO | 正在初始化
2025-12-12 at 16:16:52 | INFO | 初始化完成
2025-12-12 at 16:28:26 | INFO | 正在初始化
2025-12-12 at 16:28:26 | INFO | 初始化完成
2025-12-12 at 16:31:08 | INFO | 正在初始化
2025-12-12 at 16:31:08 | INFO | 初始化完成
2025-12-12 at 16:31:12 | INFO | 账号输入完成
2025-12-12 at 16:31:14 | INFO | 密码输入完成
2025-12-12 at 16:31:14 | INFO | 已勾选协议
2025-12-12 at 16:31:14 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 16:31:14 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:31:14 | INFO | 图片保存成功：background.png
2025-12-12 at 16:31:24 | ERROR | 验证失败
2025-12-12 at 16:37:25 | INFO | 正在初始化
2025-12-12 at 16:37:25 | INFO | 初始化完成
2025-12-12 at 16:37:28 | INFO | 账号输入完成
2025-12-12 at 16:37:30 | INFO | 密码输入完成
2025-12-12 at 16:37:30 | INFO | 已勾选协议
2025-12-12 at 16:37:30 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 16:37:30 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:37:30 | INFO | 图片保存成功：background.png
2025-12-12 at 16:37:38 | ERROR | 验证失败，正在重试
2025-12-12 at 16:37:39 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:37:39 | INFO | 图片保存成功：background.png
2025-12-12 at 16:37:47 | ERROR | 验证失败，正在重试
2025-12-12 at 16:37:47 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:37:47 | INFO | 图片保存成功：background.png
2025-12-12 at 16:38:46 | ERROR | 验证失败，正在重试
2025-12-12 at 16:38:47 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:38:47 | INFO | 图片保存成功：background.png
2025-12-12 at 16:38:55 | ERROR | 验证失败，正在重试
2025-12-12 at 16:38:55 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:38:55 | INFO | 图片保存成功：background.png
2025-12-12 at 16:39:27 | ERROR | 验证失败，正在重试
2025-12-12 at 16:39:27 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:39:27 | INFO | 图片保存成功：background.png
2025-12-12 at 16:39:35 | ERROR | 验证失败，正在重试
2025-12-12 at 16:39:35 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:39:35 | INFO | 图片保存成功：background.png
2025-12-12 at 16:39:42 | ERROR | 验证失败，正在重试
2025-12-12 at 16:39:42 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:39:43 | INFO | 图片保存成功：background.png
2025-12-12 at 16:39:49 | ERROR | 验证失败，正在重试
2025-12-12 at 16:39:49 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:39:49 | INFO | 图片保存成功：background.png
2025-12-12 at 16:39:54 | ERROR | 验证失败，正在重试
2025-12-12 at 16:39:55 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:39:55 | INFO | 图片保存成功：background.png
2025-12-12 at 16:52:47 | INFO | 正在初始化
2025-12-12 at 16:52:47 | INFO | 初始化完成
2025-12-12 at 16:52:50 | INFO | 账号输入完成
2025-12-12 at 16:52:51 | INFO | 密码输入完成
2025-12-12 at 16:52:52 | INFO | 已勾选协议
2025-12-12 at 16:52:52 | INFO | 已提交，即将进入滑块验证码
2025-12-12 at 16:52:52 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:52:52 | INFO | 图片保存成功：background.png
2025-12-12 at 16:52:56 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:52:57 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:52:57 | INFO | 图片保存成功：background.png
2025-12-12 at 16:53:00 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:53:00 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:53:00 | INFO | 图片保存成功：background.png
2025-12-12 at 16:53:04 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:53:04 | INFO | 图片保存成功：slider.png
2025-12-12 at 16:53:04 | INFO | 图片保存成功：background.png
2025-12-12 at 16:53:07 | ERROR | 滑块验证失败，正在重试
2025-12-12 at 16:53:07 | INFO | 图片保存成功：slider.png
